id,hotel,link,cusine,rating,price_for_one
167,Aligarh House by EatFit,https://www.zomato.com/bangalore/aligarh-house-by-eatfit-banaswadi-bangalore/order,"Biryani, North Indian, Kebab, Desserts, Beverages",3.6,₹500 for one
168,Sangam Sweets,https://www.zomato.com/bangalore/sangam-sweets-kalyan-nagar-bangalore/order,"Mithai, Fast Food, Street Food, Beverages",4.0,₹500 for one
169,Hotel Fanoos,https://www.zomato.com/bangalore/hotel-fanoos-richmond-road-bangalore/order,"Rolls, Biryani, Fast Food, Arabian",4.3,₹500 for one
170,Brik Oven,https://www.zomato.com/bangalore/brik-oven-church-street/order,"Cafe, Italian, Fast Food, Beverages, Waffle, Desserts",4.1,₹500 for one
171,Chaatimes,https://www.zomato.com/bangalore/chaatimes-brigade-road-bangalore/order,"Street Food, Fast Food",4.1,₹500 for one
172,Sendhoor Coffee,https://www.zomato.com/bangalore/sendhoor-coffee-indiranagar-bangalore/order,"South Indian, Beverages",3.7,₹500 for one
173,Shiv Sagar,https://www.zomato.com/bangalore/shiv-sagar-1-banaswadi-bangalore/order,"South Indian, North Indian, Oriental, Street Food, Desserts, Beverages, Shake",3.7,₹500 for one
174,Magnolia Bakery,https://www.zomato.com/bangalore/magnolia-bakery-kr-puram-bangalore/order,"Bakery, Desserts",4.2,₹500 for one
175,Empire Juices and Desserts,https://www.zomato.com/bangalore/empire-juices-and-desserts-brigade-road-bangalore/order,"Juices, Beverages, Shake, Ice Cream",4.5,₹500 for one
176,Bangarpet Chats,https://www.zomato.com/bangalore/bangarpet-chats-1-old-madras-road-bangalore/order,Street Food,3.9,₹500 for one
177,The Thick Shake Factory,https://www.zomato.com/bangalore/the-thick-shake-factory-frazer-town-bangalore/order,"Ice Cream, Shake, Desserts, Tea, Beverages",3.7,₹500 for one
178,Motis Kitchen,https://www.zomato.com/bangalore/motis-kitchen-thippasandra/order,"South Indian, Kerala, Chinese, Seafood, Chettinad",4.2,₹150 for one
179,Sri Srinivas Pork Hotel,https://www.zomato.com/bangalore/sri-srinivas-pork-hotel-ejipura-bangalore/order,Fast Food,3.3,₹150 for one
180,NOTO - Healthy Ice Cream,https://www.zomato.com/bangalore/noto-healthy-ice-cream-brigade-road-bangalore/order,"Ice Cream, Mithai, Desserts",3.7,₹150 for one
181,Tomba Kitchens,https://www.zomato.com/bangalore/tomba-kitchens-ejipura-bangalore/order,"Naga, Chinese, Beverages",4.3,₹150 for one
182,Cafe Coffee Day,https://www.zomato.com/bangalore/cafe-coffee-day-1-brigade-road-bangalore/order,"Cafe, Fast Food, Coffee, Desserts, Beverages",4.0,₹150 for one
183,Momo Monk,https://www.zomato.com/bangalore/momo-monk-1-jeevan-bhima-nagar-bangalore/order,Momos,4.1,₹150 for one
184,Rahhams,https://www.zomato.com/bangalore/rahhams-frazer-town-bangalore/order,"Biryani, Mughlai, North Indian, Kebab, Chinese",4.1,₹150 for one
185,Le Arabia,https://www.zomato.com/bangalore/le-arabia-koramangala-5th-block-bangalore/order,"Arabian, North Indian, Chinese, Fast Food, Beverages, Desserts",3.5,₹150 for one
186,Bombay Kulfi,https://www.zomato.com/bangalore/bombay-kulfi-koramangala-6th-block-bangalore/order,Desserts,New,₹150 for one
187,Indiana Burgers,https://www.zomato.com/bangalore/indiana-burgers-kaggadasapura-bangalore/order,"Burger, Rolls, Beverages, Desserts, Shake",3.9,₹150 for one
188,Crusto’s - Cheese Burst Pizza,https://www.zomato.com/bangalore/crustos-cheese-burst-pizza-koramangala-6th-block-bangalore/order,Pizza,3.8,₹150 for one
189,Chichaba's Taj,https://www.zomato.com/bangalore/chichabas-taj-frazer-town/order,"North Indian, Mughlai, Biryani, Kebab, Seafood, Beverages",4.0,₹150 for one
190,Goila Butter Chicken,https://www.zomato.com/bangalore/goila-butter-chicken-koramangala-6th-block-bangalore/order,"North Indian, Mughlai, Biryani, Rolls",4.1,₹350 for one
191,Sukh Sagar,https://www.zomato.com/bangalore/sukh-sagar-koramangala-5th-block/order,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Beverages",4.1,₹350 for one
192,Chaitra Restaurant,https://www.zomato.com/bangalore/chaitra-restaurant-kalyan-nagar-bangalore/order,"North Indian, Chinese, Andhra, Biryani, Seafood, Fast Food, South Indian",3.6,₹350 for one
193,Sichuan,https://www.zomato.com/bangalore/sichuan-jeevan-bhima-nagar-bangalore/order,"Chinese, Asian, Thai, Momos, Sichuan",4.0,₹350 for one
194,Third Wave Coffee,https://www.zomato.com/bangalore/third-wave-coffee-church-street-bangalore/order,"Cafe, Coffee, Fast Food, Beverages",4.2,₹350 for one
195,Tharavadu,https://www.zomato.com/bangalore/tharavadu-koramangala-5th-block-bangalore/order,"Kerala, Biryani, Chinese, Sichuan",3.6,₹350 for one
196,Shanthi Sagar,https://www.zomato.com/bangalore/shanthi-sagar-ulsoor/order,"South Indian, North Indian, Chinese, Street Food, Desserts, Shake, Beverages",4.0,₹350 for one
197,Juice Junction,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order,"Juices, Beverages, Sandwich, Fast Food, Shake, Rolls, Healthy Food, Street Food",4.3,₹350 for one
198,TrueCakes,https://www.zomato.com/bangalore/truecakes-kammanahalli-bangalore/order,Bakery,3.7,₹350 for one
199,Kolkata Famous Kati Roll,https://www.zomato.com/bangalore/kolkata-famous-kati-roll-5-kaggadasapura-bangalore/order,Rolls,4.0,₹350 for one
200,Home Plate by EatFit,https://www.zomato.com/bangalore/home-plate-by-eatfit-banaswadi-bangalore/order,"North Indian, Beverages",3.8,₹350 for one
201,Lassi Corner,https://www.zomato.com/bangalore/lassi-corner-koramangala-8th-block-bangalore/order,"Beverages, Fast Food, Desserts, Shake",3.8,₹350 for one
202,Oh! Calcutta,https://www.zomato.com/bangalore/oh-calcutta-church-street-bangalore/order,"Bengali, North Indian, Seafood, Mughlai",4.1,₹400 for one
203,Richie Rich,https://www.zomato.com/bangalore/richie-rich-race-course-road-bangalore/order,"Desserts, Beverages, Fast Food, Ice Cream, Shake",4.3,₹400 for one
204,Calcutta Victoria Chat House,https://www.zomato.com/bangalore/calcutta-victoria-chat-house-banaswadi/order,"North Indian, Street Food, Desserts, Beverages",3.8,₹400 for one
205,Mother's Meal,https://www.zomato.com/bangalore/mothers-meal-cv-raman-nagar/order,"North Indian, Chinese",4.3,₹400 for one
206,Big Bang Pizza,https://www.zomato.com/bangalore/big-bang-pizza-3-frazer-town-bangalore/order,"Pizza, Fast Food, Burger, Beverages",4.0,₹400 for one
207,Sattvam,https://www.zomato.com/bangalore/sattvam-whitefield-bangalore/order,"North Indian, South Indian",3.9,₹400 for one
208,Al Taza,https://www.zomato.com/bangalore/al-taza-koramangala-1st-block-bangalore/order,Lebanese,4.3,₹400 for one
209,Green Onion,https://www.zomato.com/bangalore/green-onion-residency-road/order,"Chinese, Seafood, Sichuan",4.2,₹400 for one
210,Karavali Family Restaurant,https://www.zomato.com/bangalore/karavali-family-restaurant-brigade-road-bangalore/order,"Mangalorean, Biryani, Chinese, South Indian",3.9,₹400 for one
211,Main Lassi Shop,https://www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,"Beverages, Ice Cream, Juices, Fast Food, Street Food, Sandwich, Shake",3.8,₹400 for one
212,Haka,https://www.zomato.com/bangalore/haka-church-street-bangalore/order,"Chinese, Momos",4.1,₹400 for one
213,Firangi Bake,https://www.zomato.com/bangalore/firangi-bake-thippasandra/order,"Italian, Mexican",3.9,₹400 for one
214,Chung's Chinese Corner,https://www.zomato.com/bangalore/chungs-chinese-corner-cunningham-road/order,"Chinese, Asian, Seafood, Thai, Sichuan",3.7,₹300 for one
215,Snack House,https://www.zomato.com/bangalore/snack-house-1-frazer-town-bangalore/order,"Fast Food, Momos",3.7,₹300 for one
216,Kulfi Shulfi- Kulfis and Ice Cream,https://www.zomato.com/bangalore/kulfi-shulfi-kulfis-and-ice-cream-cv-raman-nagar-bangalore/order,"Ice Cream, Desserts",4.3,₹300 for one
217,Fresh Bites,https://www.zomato.com/bangalore/fresh-bites-banaswadi-bangalore/order,"North Indian, Chinese",3.7,₹300 for one
218,Cake Menu,https://www.zomato.com/bangalore/cake-menu-marathahalli/order,Bakery,3.6,₹300 for one
219,SLAY Coffee,https://www.zomato.com/bangalore/slay-coffee-airport-road-bangalore/order,Coffee,4.0,₹300 for one
220,Taj Hotel,https://www.zomato.com/bangalore/taj-hotel-shivajinagar/order,"Chinese, South Indian, North Indian, Mughlai",3.8,₹300 for one
221,Burger Seigneur,https://www.zomato.com/bangalore/burger-seigneur-st-marks-road-bangalore/order,"Cafe, Burger, Continental, Beverages, Desserts",4.2,₹300 for one
222,Tapri By The Corner,https://www.zomato.com/bangalore/tapri-by-the-corner-koramangala-5th-block/order,"North Indian, Chinese",3.9,₹300 for one
223,Hotel Navayuga,https://www.zomato.com/bangalore/hotel-navayuga-majestic/order,"Andhra, Biryani",4.3,₹300 for one
224,Dum Safar Biryani,https://www.zomato.com/bangalore/dum-safar-biryani-koramangala-1st-block-bangalore/order,"Biryani, Kebab, North Indian, BBQ, Desserts, Beverages",4.3,₹300 for one
225,Gramin,https://www.zomato.com/bangalore/gramin-koramangala-7th-block-bangalore/order,"North Indian, Healthy Food, Beverages, Shake",4.1,₹300 for one
226,Sri Murugan Cafe,https://www.zomato.com/bangalore/sri-murugan-cafe-cv-raman-nagar-bangalore/order,"South Indian, Chinese, Beverages",4.0,₹100 for one
227,Habibi Falafel,https://www.zomato.com/bangalore/habibi-falafel-kammanahalli-bangalore/order,"Arabian, Fast Food, Beverages, Desserts",4.2,₹100 for one
228,Delhi Food Point,https://www.zomato.com/bangalore/delhi-food-point-koramangala-1st-block/order,"North Indian, Beverages",3.6,₹100 for one
229,Sree Krishna Kafe,https://www.zomato.com/bangalore/sree-krishna-kafe-koramangala-5th-block/order,"South Indian, Beverages",4.2,₹100 for one
230,FB Café By Frozen Bottle,https://www.zomato.com/bangalore/fb-café-by-frozen-bottle-airport-road-bangalore/order,Bakery,3.6,₹100 for one
231,Al Zara Mandi Arabian Restaurant,https://www.zomato.com/bangalore/al-zara-mandi-arabian-restaurant-frazer-town-bangalore/order,"Arabian, North Indian, Mughlai",4.0,₹100 for one
232,Say Cheese Cake,https://www.zomato.com/bangalore/say-cheese-cake-koramangala-6th-block-bangalore/order,"Bakery, Desserts, Shake",4.2,₹100 for one
233,Maharaja Military Canteen,https://www.zomato.com/bangalore/maharaja-military-canteen-cunningham-road-bangalore/order,South Indian,3.6,₹100 for one
234,Hotel Salala,https://www.zomato.com/bangalore/hotel-salala-airport-road/order,"North Indian, South Indian, Chinese, Mughlai",3.8,₹100 for one
235,Tandoori Taal,https://www.zomato.com/bangalore/tandoori-taal-race-course-road-bangalore/order,"North Indian, Seafood, Desserts",4.0,₹100 for one
236,Namma Madurai,https://www.zomato.com/bangalore/namma-madurai-thippasandra-bangalore/order,South Indian,4.2,₹100 for one
237,Swiss Cream,https://www.zomato.com/bangalore/swiss-cream-old-madras-road-bangalore/order,"Ice Cream, Waffle, Desserts, Sandwich, Shake, Beverages",4.0,₹100 for one
238,Sindhoora Gardenia,https://www.zomato.com/bangalore/sindhoora-gardenia-kr-puram-bangalore/order,"Andhra, North Indian, Mughlai, Chinese, Seafood, Biryani, Beverages, Desserts",New,₹300 for one
239,Tawakkal Mubarak Hotel,https://www.zomato.com/bangalore/tawakkal-mubarak-hotel-airport-road/order,"Mughlai, Biryani",3.7,₹300 for one
240,Kabab Biryani Corner,https://www.zomato.com/bangalore/kabab-biryani-corner-richmond-road-bangalore/order,"South Indian, Chinese, Rolls, North Indian",3.6,₹300 for one
241,Kanti Bakes & Flakes,https://www.zomato.com/bangalore/kanti-bakes-flakes-old-madras-road-bangalore/order,"Bakery, Desserts, Mithai",4.5,₹300 for one
242,Olio - The Wood Fired Pizzeria,https://www.zomato.com/bangalore/olio-the-wood-fired-pizzeria-koramangala-6th-block-bangalore/order,"Pizza, Italian",3.6,₹300 for one
243,Savitha Family Restaurant,https://www.zomato.com/bangalore/savitha-family-restaurant-koramangala-4th-block/order,"North Indian, Chinese, Seafood, Mughlai, Desserts, Beverages, Sichuan",3.8,₹300 for one
244,Louis Burger,https://www.zomato.com/bangalore/louis-burger-koramangala-6th-block-bangalore/order,"Burger, Fast Food",4.1,₹300 for one
245,Fiero! Pizzeria,https://www.zomato.com/bangalore/fiero-pizzeria-koramangala-6th-block-bangalore/order,"Pizza, Fast Food",3.9,₹300 for one
246,Lakeview Milkbar,https://www.zomato.com/bangalore/lakeview-milkbar-mg-road/order,"Desserts, Cafe, Fast Food, Sandwich, Burger, Ice Cream, Shake",4.0,₹300 for one
247,Hyderabadi Biryani Utsav,https://www.zomato.com/bangalore/hyderabadi-biryani-utsav-old-madras-road/order,"Biryani, Hyderabadi, North Indian, Chinese, Fast Food",4.0,₹300 for one
248,Juicy,https://www.zomato.com/bangalore/juicy-airport-road/order,"Beverages, Juices, Fast Food, Sandwich, Shake",4.0,₹300 for one
249,Asia Kitchen By Mainland China,https://www.zomato.com/bangalore/asia-kitchen-by-mainland-china-church-street-bangalore/order,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages",4.1,₹300 for one
250,Karim's Delhi 6,https://www.zomato.com/bangalore/karims-delhi-6-st-marks-road-bangalore/order,"Mughlai, North Indian, Rolls",4.0,₹300 for one
251,Kunafa World,https://www.zomato.com/bangalore/kunafa-world-frazer-town-bangalore/order,Desserts,4.5,₹300 for one
252,Malabar Hotel,https://www.zomato.com/bangalore/malabar-hotel-1-kaggadasapura-bangalore/order,Kerala,4.0,₹300 for one
253,Carols Pastries & Bakers,https://www.zomato.com/bangalore/carols-pastries-bakers-rammurthy-nagar-bangalore/order,"Bakery, Desserts",4.0,₹300 for one
254,Keventers Ice Cream,https://www.zomato.com/bangalore/keventers-ice-cream-brigade-road-bangalore/order,"Ice Cream, Desserts, Shake, Beverages",4.3,₹300 for one
255,Boss Burger,https://www.zomato.com/bangalore/boss-burger-lavelle-road-bangalore/order,"Burger, Fast Food, Desserts, Beverages, Shake",4.2,₹300 for one
256,Carols Pastries & Bakers,https://www.zomato.com/bangalore/carols-pastries-bakers-vasanth-nagar-bangalore/order,"Bakery, Desserts",4.3,₹300 for one
257,Just Cakes,https://www.zomato.com/bangalore/just-cakes-1-btm-bangalore/order,"Bakery, Desserts",4.1,₹300 for one
258,Church Street Social,https://www.zomato.com/ChurchStreetSocial/order,"North Indian, Chinese, Biryani, Burger, Pasta, Pizza, Kebab, Rolls",4.1,₹300 for one
259,Salt - Indian Restaurant Bar & Grill,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-koramangala-7th-block-bangalore/order,"North Indian, BBQ, Biryani, Mughlai, Fast Food, Beverages, Desserts",4.1,₹300 for one
260,BigBites,https://www.zomato.com/bangalore/bigbites-1-jeevan-bhima-nagar-bangalore/order,"Fast Food, Momos, Street Food",4.2,₹300 for one
261,Dawat Durbar,https://www.zomato.com/bangalore/dawat-durbar-shivajinagar-bangalore/order,"Mughlai, North Indian",3.8,₹300 for one
262,Karama Restaurant,https://www.zomato.com/bangalore/karama-restaurant-frazer-town/order,"Arabian, Mughlai, Seafood, North Indian, Kashmiri, Biryani, Desserts",4.0,₹100 for one
263,No Sugar Please!,https://www.zomato.com/bangalore/no-sugar-please-koramangala-1st-block-bangalore/order,"Juices, Beverages, Healthy Food",4.4,₹100 for one
264,Giani Icecream,https://www.zomato.com/bangalore/giani-icecream-frazer-town-bangalore/order,"Ice Cream, Beverages, Desserts, Shake",3.9,₹100 for one
265,Burger It Up,https://www.zomato.com/bangalore/burger-it-up-kr-puram-bangalore/order,"Burger, Beverages, Desserts, American, Cafe",4.0,₹100 for one
266,Udupi Krishna Grand,https://www.zomato.com/bangalore/udupi-krishna-grand-kalyan-nagar-bangalore/order,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake",3.9,₹100 for one
267,Umpire Chicken County,https://www.zomato.com/bangalore/umpire-chicken-county-richmond-road-bangalore/order,"Chinese, North Indian, Biryani, Rolls",3.7,₹100 for one
268,Sagar Delicacy,https://www.zomato.com/bangalore/sagar-delicacy-ulsoor/order,"North Indian, Chinese, South Indian, Beverages",4.2,₹100 for one
269,Kouzina Kafe - The Food Court,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-kr-puram-bangalore/order,"Fast Food, Bakery, Desserts, Shake",4.2,₹100 for one
270,Chianti,https://www.zomato.com/bangalore/chianti-mg-road-bangalore/order,"Pizza, Pasta, Italian, Salad, Desserts, Beverages, Juices",4.5,₹100 for one
271,Manjit Da Dhaba,https://www.zomato.com/bangalore/manjit-da-dhaba-frazer-town/order,"North Indian, Desserts",4.3,₹100 for one
272,Food Adda,https://www.zomato.com/bangalore/food-adda-koramangala-5th-block-bangalore/order,"Fast Food, Sandwich, Pizza, Burger, Beverages",4.0,₹100 for one
273,Just Bake - Cakes & Confectioners,https://www.zomato.com/bangalore/just-bake-cakes-confectioners-btm-bangalore/order,"Bakery, Desserts",3.7,₹100 for one
274,Udupi Shanthi Sagar,https://www.zomato.com/bangalore/udupi-shanthi-sagar-frazer-town-bangalore/order,"North Indian, South Indian, Chinese, Street Food, Beverages",4.0,₹100 for one
275,Shahi Family Restaurant,https://www.zomato.com/bangalore/shahi-family-restaurant-ulsoor-bangalore/order,"North Indian, Chinese, South Indian, Biryani",3.6,₹100 for one
276,Al Noor,https://www.zomato.com/bangalore/al-noor-shivajinagar-bangalore/order,"North Indian, Chinese",4.4,₹100 for one
277,Sweet Bake - Cake & Desserts,https://www.zomato.com/bangalore/sweet-bake-cake-desserts-kammanahalli-bangalore/order,"Bakery, Shake",3.9,₹100 for one
278,The Bangalore Creamery,https://www.zomato.com/bangalore/the-bangalore-creamery-koramangala-1st-block-bangalore/order,"Ice Cream, Desserts, Beverages, Shake, Waffle",4.2,₹100 for one
279,O4H - Order For Health,https://www.zomato.com/bangalore/o4h-order-for-health-thippasandra-bangalore/order,"Healthy Food, Salad, Wraps, Beverages",4.4,₹100 for one
280,Tunday Kababi,https://www.zomato.com/bangalore/tunday-kababi-st-marks-road-bangalore/order,"Awadhi, Kebab, Biryani",4.0,₹100 for one
281,Sheesh Kebab,https://www.zomato.com/bangalore/sheesh-kebab-frazer-town-bangalore/order,"Kebab, Iranian, Mughlai, Biryani, Rolls, Desserts",4.0,₹100 for one
282,Dhaba - Estd 1986 Delhi,https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-koramangala-1st-block-bangalore/order,"North Indian, Mughlai, Biryani, Kebab, Beverages, Desserts",3.9,₹100 for one
283,Mega Biryani,https://www.zomato.com/bangalore/mega-biryani-jeevan-bhima-nagar-bangalore/order,Biryani,4.1,₹100 for one
284,GLOBO Ice Creams Of The World,https://www.zomato.com/bangalore/globo-ice-creams-of-the-world-indiranagar-bangalore/order,Ice Cream,4.0,₹100 for one
