,cusine,Location,Rating,price_for_one
12678,South Indian,Sarjapur Road,4.0,50
12679,Street Food,Sarjapur Road,4.0,50
12680,Mithai,Sarjapur Road,4.0,50
12681,North Indian,Bellandur,4.2,50
12682,Chinese,Bellandur,4.2,50
12683,Street Food,Bellandur,4.2,50
12684,Desserts,Bellandur,4.2,50
12685,Beverages,Bellandur,4.2,50
12686,North Indian,Sarjapur Road,4.0,50
12687,Chinese,Sarjapur Road,4.0,50
12688,Mughlai,Sarjapur Road,4.0,50
12689,Biryani,Sarjapur Road,4.0,50
12690,Sichuan,Sarjapur Road,4.0,50
12691,Biryani,Kadubeesanahalli,3.6,50
12692,Rolls,Kadubeesanahalli,3.6,50
12693,Mughlai,Kadubeesanahalli,3.6,50
12694,North Indian,Kadubeesanahalli,3.6,50
12695,Mithai,Sarjapur Road,4.3,50
12696,Desserts,Sarjapur Road,4.3,50
12697,Biryani,Sarjapur Road,3.7,50
12698,South Indian,Sarjapur Road,3.7,50
12699,Chinese,Sarjapur Road,3.7,50
12700,North Indian,Sarjapur Road,3.3,50
12701,Chinese,Sarjapur Road,3.3,50
12702,Street Food,Sarjapur Road,3.3,50
12703,Sichuan,Sarjapur Road,3.3,50
12704,Biryani,Sarjapur Road,3.4,50
12705,North Indian,Sarjapur Road,3.4,50
12706,Chinese,Sarjapur Road,3.4,50
12707,Fast Food,Sarjapur Road,3.4,50
12708,Sichuan,Sarjapur Road,3.4,50
12709,Coffee,Sarjapur Road,4.2,50
12710,Fast Food,HSR,3.7,50
12711,North Indian,HSR,3.7,50
12712,Street Food,HSR,3.7,50
12713,Beverages,HSR,3.7,50
12714,Chinese,HSR,3.7,50
12715,Shake,HSR,3.7,50
12716,Sichuan,HSR,3.7,50
12717,Chinese,Sarjapur Road,4.0,50
12718,Vietnamese,Sarjapur Road,4.0,50
12719,Thai,Sarjapur Road,4.0,50
12720,Asian,Sarjapur Road,4.0,50
12721,Sichuan,Sarjapur Road,4.0,50
12722,Biryani,Sarjapur Road,4.0,50
12723,Kebab,Sarjapur Road,4.0,50
12724,North Indian,Sarjapur Road,4.0,50
12725,BBQ,Sarjapur Road,4.0,50
12726,Desserts,Sarjapur Road,4.0,50
12727,Beverages,Sarjapur Road,4.0,50
12728,Arabian,Bellandur,3.7,150
12729,North Indian,Bellandur,3.7,150
12730,Chinese,Bellandur,3.7,150
12731,Biryani,Bellandur,3.7,150
12732,Mughlai,Bellandur,3.7,150
12733,Beverages,Bellandur,3.7,150
12734,South Indian,Bellandur,3.7,150
12735,Sichuan,Bellandur,3.7,150
12736,North Indian,Bellandur,4.1,150
12737,Healthy Food,Bellandur,4.1,150
12738,Beverages,Bellandur,4.1,150
12739,Shake,Bellandur,4.1,150
12740,North Indian,HSR,3.8,150
12741,Mughlai,HSR,3.8,150
12742,Biryani,HSR,3.8,150
12743,Desserts,HSR,3.8,150
12744,Beverages,HSR,3.8,150
12745,Bakery,Koramangala 1st Block,3.8,150
12746,Desserts,Koramangala 1st Block,3.8,150
12747,South Indian,Bellandur,4.0,150
12748,North Indian,Sarjapur Road,4.1,150
12749,Pizza,Kadubeesanahalli,3.5,150
12750,Burger,Kadubeesanahalli,3.5,150
12751,Fast Food,Kadubeesanahalli,3.5,150
12752,Arabian,Near Sarjapur Road,4.3,150
12753,Fast Food,Near Sarjapur Road,4.3,150
12754,Beverages,Near Sarjapur Road,4.3,150
12755,Desserts,Near Sarjapur Road,4.3,150
12756,Street Food,Sarjapur Road,4.1,150
12757,Fast Food,Sarjapur Road,4.1,150
12758,Desserts,Sarjapur Road,4.1,150
12759,Fast Food,HSR,3.3,150
12760,Burger,HSR,3.3,150
12761,Bakery,Near Sarjapur Road,3.5,150
12762,North Indian,HSR,3.5,100
12763,Chinese,HSR,3.5,100
12764,Street Food,HSR,3.5,100
12765,Fast Food,HSR,3.5,100
12766,Desserts,HSR,3.5,100
12767,Beverages,HSR,3.5,100
12768,North Indian,Sarjapur Road,3.5,100
12769,South Indian,Sarjapur Road,3.5,100
12770,South Indian,Marathahalli,4.0,100
12771,North Indian,Marathahalli,4.0,100
12772,Chinese,Marathahalli,4.0,100
12773,Street Food,Marathahalli,4.0,100
12774,Desserts,Marathahalli,4.0,100
12775,Beverages,Marathahalli,4.0,100
12776,South Indian,Bellandur,3.7,100
12777,Biryani,Bellandur,3.7,100
12778,North Indian,Bellandur,4.2,100
12779,Chinese,Bellandur,4.2,100
12780,Mughlai,Bellandur,4.2,100
12781,Biryani,Bellandur,4.2,100
12782,Lebanese,Sarjapur Road,4.1,100
12783,Fast Food,Sarjapur Road,4.1,100
12784,South Indian,Sarjapur Road,4.1,100
12785,North Indian,Sarjapur Road,4.1,100
12786,Chinese,Sarjapur Road,4.1,100
12787,Andhra,Kadubeesanahalli,4.0,100
12788,North Indian,Kadubeesanahalli,4.0,100
12789,Mughlai,Kadubeesanahalli,4.0,100
12790,Chinese,Kadubeesanahalli,4.0,100
12791,Seafood,Kadubeesanahalli,4.0,100
12792,Biryani,Kadubeesanahalli,4.0,100
12793,Beverages,Kadubeesanahalli,4.0,100
12794,Desserts,Kadubeesanahalli,4.0,100
12795,South Indian,Sarjapur Road,3.9,100
12796,North Indian,Sarjapur Road,3.9,100
12797,Chinese,Sarjapur Road,3.9,100
12798,Street Food,Sarjapur Road,3.9,100
12799,Beverages,Sarjapur Road,3.9,100
12800,Shake,Sarjapur Road,3.9,100
12801,Andhra,HSR,3.8,100
12802,North Indian,HSR,3.8,100
12803,Chinese,HSR,3.8,100
12804,Seafood,HSR,3.8,100
12805,Desserts,HSR,3.8,100
12806,Beverages,HSR,3.8,100
12807,South Indian,St. Marks Road,4.2,100
12808,Chinese,St. Marks Road,4.2,100
12809,Street Food,St. Marks Road,4.2,100
12810,Beverages,St. Marks Road,4.2,100
12811,Desserts,St. Marks Road,4.2,100
12812,Chinese,Church Street,3.6,200
12813,Fast Food,Church Street,3.6,200
12814,Sichuan,Church Street,3.6,200
12815,Andhra,MG Road,3.9,200
12816,Biryani,MG Road,3.9,200
12817,North Indian,MG Road,3.9,200
12818,Chinese,MG Road,3.9,200
12819,South Indian,MG Road,3.9,200
12820,Fast Food,Brigade Road,4.0,200
12821,Momos,Brigade Road,4.0,200
12822,Street Food,Brigade Road,4.0,200
12823,Ice Cream,Brigade Road,4.0,200
12824,Beverages,Brigade Road,4.0,200
12825,Bakery,Indiranagar,4.0,200
12826,Desserts,Indiranagar,4.0,200
12827,Mithai,Indiranagar,4.0,200
12828,Pizza,Shanti Nagar,3.7,200
12829,Italian,Shanti Nagar,3.7,200
12830,South Indian,Commercial Street,4.3,200
12831,Rolls,Indiranagar,3.4,200
12832,Fast Food,Indiranagar,3.4,200
12833,North Indian,Indiranagar,3.4,200
12834,Beverages,Indiranagar,3.4,200
12835,Sichuan,Indiranagar,3.4,200
12836,South Indian,Shanti Nagar,4.0,200
12837,South Indian,Malleshwaram,4.1,200
12838,North Indian,Malleshwaram,4.1,200
12839,Street Food,Malleshwaram,4.1,200
12840,Chinese,Malleshwaram,4.1,200
12841,Beverages,Malleshwaram,4.1,200
12842,Shake,Malleshwaram,4.1,200
12843,Desserts,Malleshwaram,4.1,200
12844,South Indian,Wilson Garden,4.2,200
12845,Burger,Koramangala 5th Block,4.1,200
12846,Fast Food,Koramangala 5th Block,4.1,200
12847,South Indian,Frazer Town,3.7,200
12848,Kerala,Frazer Town,3.7,200
12849,Biryani,Frazer Town,3.7,200
12850,Fast Food,Frazer Town,3.7,200
12851,North Indian,Frazer Town,3.7,200
12852,Seafood,Frazer Town,3.7,200
12853,Beverages,Frazer Town,3.7,200
12854,Ice Cream,Frazer Town,3.7,200
12855,South Indian,Cunningham Road,4.1,250
12856,Rolls,Cunningham Road,4.1,250
12857,South Indian,Shanti Nagar,4.3,250
12858,Seafood,Shanti Nagar,4.3,250
12859,Mangalorean,Shanti Nagar,4.3,250
12860,Kerala,Richmond Road,4.0,250
12861,South Indian,Richmond Road,4.0,250
12862,Biryani,Richmond Road,4.0,250
12863,Street Food,Richmond Road,4.0,250
12864,North Indian,Richmond Road,4.0,250
12865,Seafood,Richmond Road,4.0,250
12866,South Indian,Seshadripuram,3.3,250
12867,Biryani,Seshadripuram,3.3,250
12868,Mughlai,Seshadripuram,3.3,250
12869,Cafe,Shanti Nagar,3.9,250
12870,Bakery,Shanti Nagar,3.9,250
12871,Pizza,Shanti Nagar,3.9,250
12872,Pasta,Shanti Nagar,3.9,250
12873,Desserts,Shanti Nagar,3.9,250
12874,Beverages,Shanti Nagar,3.9,250
12875,Biryani,MG Road,3.8,250
12876,Arabian,MG Road,3.8,250
12877,Chettinad,MG Road,3.8,250
12878,BBQ,MG Road,3.8,250
12879,Seafood,MG Road,3.8,250
12880,North Indian,MG Road,3.8,250
12881,Chinese,Koramangala 6th Block,3.8,250
12882,Momos,Koramangala 6th Block,3.8,250
12883,Thai,Koramangala 6th Block,3.8,250
12884,Asian,Koramangala 6th Block,3.8,250
12885,Seafood,Koramangala 6th Block,3.8,250
12886,Sushi,Koramangala 6th Block,3.8,250
12887,Beverages,Koramangala 6th Block,3.8,250
12888,Andhra,Basavanagudi,4.1,250
12889,Beverages,Basavanagudi,4.1,250
12890,Chinese,Shanti Nagar,4.1,100
12891,Thai,Shanti Nagar,4.1,100
12892,Seafood,Shanti Nagar,4.1,100
12893,South Indian,Shanti Nagar,4.0,100
12900,Fast Food,Indiranagar,3.9,100
12901,Mughlai,Indiranagar,3.9,100
12902,Sichuan,Indiranagar,3.9,100
12903,South Indian,Brigade Road,4.0,100
12904,Chinese,Brigade Road,4.0,100
12905,Street Food,Brigade Road,4.0,100
12906,Shake,Brigade Road,4.0,100
12907,Sichuan,Brigade Road,4.0,100
12908,Italian,Shanti Nagar,3.9,100
12909,North Indian,Shanti Nagar,3.9,100
12910,Continental,Shanti Nagar,3.9,100
12911,Asian,Shanti Nagar,3.9,100
12912,Desserts,Shanti Nagar,3.9,100
12913,Beverages,Shanti Nagar,3.9,100
12914,Chinese,Residency Road,3.8,100
12915,Thai,Residency Road,3.8,100
12916,Sichuan,Residency Road,3.8,100
12917,Kerala,Majestic,3.6,100
12918,Seafood,Majestic,3.6,100
12919,North Indian,Majestic,3.6,100
12920,Biryani,Majestic,3.6,100
12921,Chinese,Majestic,3.6,100
12922,Beverages,Majestic,3.6,100
12923,Shake,Majestic,3.6,100
12924,Desserts,Majestic,3.6,100
12925,Ice Cream,Richmond Road,4.3,100
12926,Desserts,Richmond Road,4.3,100
12927,North Indian,Brigade Road,3.3,100
12928,Chinese,Brigade Road,3.3,100
12929,Bihari,Brigade Road,3.3,100
12930,Biryani,Brigade Road,3.3,100
12931,South Indian,Rajajinagar,4.1,100
12932,North Indian,Rajajinagar,4.1,100
12933,Chinese,Rajajinagar,4.1,100
12934,North Indian,Near Cunningham Road,3.5,100
12935,Chinese,Near Cunningham Road,3.5,100
12936,Biryani,Near Cunningham Road,3.5,100
12937,Andhra,Near Cunningham Road,3.5,100
12938,Seafood,Near Cunningham Road,3.5,100
12939,Ice Cream,Near Cunningham Road,3.5,100
12940,Chinese,Malleshwaram,4.1,100
12941,Burger,Malleshwaram,4.1,100
12942,Fast Food,Malleshwaram,4.1,100
12943,Momos,Malleshwaram,4.1,100
12944,Fast Food,Koramangala 7th Block,4.2,100
12945,Momos,Koramangala 7th Block,4.2,100
12946,Street Food,Koramangala 7th Block,4.2,100
12947,South Indian,Brigade Road,3.8,100
12948,North Indian,Brigade Road,3.8,100
12949,Chinese,Brigade Road,3.8,100
12950,Street Food,Brigade Road,3.8,100
12951,Beverages,Brigade Road,3.8,100
12952,Ice Cream,Brigade Road,3.8,100
12953,Chinese,Cunningham Road,3.7,100
12954,Sichuan,Cunningham Road,3.7,100
12955,Beverages,Church Street,4.4,100
12956,Juices,Church Street,4.4,100
12957,Healthy Food,Church Street,4.4,100
12958,South Indian,Rajajinagar,4.0,100
12959,North Indian,Rajajinagar,4.0,100
12960,Chinese,Rajajinagar,4.0,100
12961,Street Food,Rajajinagar,4.0,100
12962,Beverages,Rajajinagar,4.0,100
12963,South Indian,Indiranagar,3.5,100
12964,Ice Cream,Shivajinagar,4.2,100
12965,Shake,Shivajinagar,4.2,100
12966,Beverages,Shivajinagar,4.2,100
12967,Desserts,Shivajinagar,4.2,100
12968,Burger,Seshadripuram,3.7,100
12969,Beverages,Seshadripuram,3.7,100
12970,Desserts,Seshadripuram,3.7,100
12971,American,Seshadripuram,3.7,100
12972,Cafe,Seshadripuram,3.7,100
12973,South Indian,Frazer Town,3.9,100
12974,Biryani,Frazer Town,3.9,100
12975,South Indian,Vasanth Nagar,3.8,100
12976,Mughlai,Vasanth Nagar,3.8,100
12977,Healthy Food,5th Cross Wilson Garden,4.2,200
12978,North Indian,5th Cross Wilson Garden,4.2,200
12979,Fast Food,5th Cross Wilson Garden,4.2,200
12980,Desserts,5th Cross Wilson Garden,4.2,200
12981,South Indian,Church Street,4.0,200
12982,Fast Food,Koramangala 7th Block,3.7,200
12983,Bakery,Koramangala 7th Block,3.7,200
12984,Desserts,Koramangala 7th Block,3.7,200
12985,South Indian,Shanti Nagar,4.2,200
12986,Chinese,Shanti Nagar,4.2,200
12987,Pizza,Malleshwaram,3.8,200
12988,Fast Food,Malleshwaram,3.8,200
12989,Andhra,Brigade Road,3.6,200
12990,North Indian,Brigade Road,3.6,200
12991,Chinese,Brigade Road,3.6,200
12992,Seafood,Brigade Road,3.6,200
12993,Pizza,Ulsoor,4.0,200
12994,Pasta,Ulsoor,4.0,200
12995,Italian,Ulsoor,4.0,200
12996,Salad,Ulsoor,4.0,200
12997,Desserts,Ulsoor,4.0,200
12998,Beverages,Ulsoor,4.0,200
12999,Juices,Ulsoor,4.0,200
13000,South Indian,Malleshwaram,4.2,200
13001,Chinese,Malleshwaram,4.2,200
13002,Fast Food,Frazer Town,3.7,200
13003,Sandwich,Frazer Town,3.7,200
13004,Pizza,Frazer Town,3.7,200
13005,Burger,Frazer Town,3.7,200
13006,Beverages,Frazer Town,3.7,200
13007,North Indian,Domlur,4.1,100
13008,Chinese,Domlur,4.1,100
13009,Biryani,Domlur,4.1,100
13010,Biryani,Vasanth Nagar,3.4,100
13011,Mughlai,Vasanth Nagar,3.4,100
13012,Andhra,Vasanth Nagar,3.4,100
13013,Hyderabadi,Vasanth Nagar,3.4,100
13014,South Indian,Vasanth Nagar,3.4,100
13015,North Indian,Vasanth Nagar,3.4,100
13016,North Indian,Indiranagar,4.3,100
13017,Chinese,Indiranagar,4.3,100
13018,Sichuan,Indiranagar,4.3,100
13019,Fast Food,Cunningham Road,4.0,100
13020,Sandwich,Cunningham Road,4.0,100
13021,Burger,Cunningham Road,4.0,100
13022,Wraps,Cunningham Road,4.0,100
13023,Rolls,Cunningham Road,4.0,100
13024,Shake,Cunningham Road,4.0,100
13025,Juices,Cunningham Road,4.0,100
13026,Beverages,Cunningham Road,4.0,100
13027,North Indian,Koramangala 6th Block,3.3,100
13028,Chinese,Koramangala 6th Block,3.3,100
13029,Bakery,Koramangala 8th Block,3.9,100
13030,Desserts,Koramangala 8th Block,3.9,100
13031,North Indian,Indiranagar,3.9,100
13032,Mughlai,Indiranagar,3.9,100
13033,Chinese,Indiranagar,3.9,100
13034,Beverages,Indiranagar,3.9,100
13035,North Indian,Seshadripuram,3.4,100
13036,Biryani,Seshadripuram,3.4,100
13037,Chinese,Seshadripuram,3.4,100
13038,Sichuan,Seshadripuram,3.4,100
13039,Healthy Food,Rajajinagar,4.3,100
13040,Salad,Rajajinagar,4.3,100
13041,Beverages,Rajajinagar,4.3,100
13042,Continental,Church Street,4.3,100
13043,Fast Food,Church Street,4.3,100
13044,Burger,Church Street,4.3,100
13045,Desserts,Church Street,4.3,100
13046,Beverages,Church Street,4.3,100
13047,Pasta,Church Street,4.3,100
13048,Sandwich,Church Street,4.3,100
13049,Salad,Church Street,4.3,100
13050,Biryani,Cunningham Road,4.3,100
13051,Andhra,Lavelle Road,3.8,100
13052,Biryani,Lavelle Road,3.8,100
13053,Asian,Shanti Nagar,4.1,100
13054,Japanese,Shanti Nagar,4.1,100
13055,Singaporean,Shanti Nagar,4.1,100
13056,Malaysian,Shanti Nagar,4.1,100
13057,Thai,Shanti Nagar,4.1,100
13058,Ice Cream,Nagawara,4.0,150
13059,Desserts,Nagawara,4.0,150
13060,Waffle,Nagawara,4.0,150
13061,Beverages,Nagawara,4.0,150
13062,North Indian,Indiranagar,3.3,150
13063,Mughlai,Indiranagar,3.3,150
13064,Tibetan,Lavelle Road,4.5,150
13065,Momos,Lavelle Road,4.5,150
13066,Kerala,Cunningham Road,3.7,150
13067,South Indian,Cunningham Road,3.7,150
13068,Biryani,Cunningham Road,3.7,150
13069,Shake,Cunningham Road,3.7,150
13070,Juices,Cunningham Road,3.7,150
13071,Beverages,Cunningham Road,3.7,150
13072,Bakery,Shanti Nagar,4.0,150
13073,Desserts,Shanti Nagar,4.0,150
13074,Street Food,Langford Town,3.9,150
13075,Chinese,Langford Town,3.9,150
13076,Sandwich,Langford Town,3.9,150
13077,North Indian,Langford Town,3.9,150
13078,Desserts,Langford Town,3.9,150
13079,Beverages,Langford Town,3.9,150
13080,Kerala,Rajajinagar,4.0,150
13081,South Indian,Rajajinagar,4.0,150
13082,Street Food,Rajajinagar,3.7,150
13083,Fast Food,Rajajinagar,3.7,150
13084,Tea,Rajajinagar,3.7,150
13085,North Indian,Rajajinagar,3.7,150
13086,North Indian,Shanti Nagar,3.5,150
13087,Street Food,Shanti Nagar,3.5,150
13088,Chinese,Shanti Nagar,3.5,150
13089,North Indian,Rajajinagar,4.0,150
13090,South Indian,Rajajinagar,4.0,150
13091,Chinese,Rajajinagar,4.0,150
13092,Fast Food,Rajajinagar,4.0,150
13093,Desserts,Rajajinagar,4.0,150
13094,Beverages,Rajajinagar,4.0,150
13095,Bakery,Near Brigade Road,4.5,150
13096,Desserts,Near Brigade Road,4.5,150
13098,Cafe,Near Brigade Road,4.5,150
13099,Continental,Near Brigade Road,4.5,150
13100,Sandwich,Near Brigade Road,4.5,150
13101,South Indian,Nagawara,3.7,150
13102,North Indian,Nagawara,3.7,150
13103,Japanese,Indiranagar,4.0,150
13104,Korean,Indiranagar,4.0,150
13105,Asian,Indiranagar,4.0,150
13106,Sushi,Indiranagar,4.0,150
13107,Beverages,Indiranagar,4.0,150
13108,Chinese,Lavelle Road,4.2,150
13109,North Indian,Lavelle Road,4.2,150
13110,Seafood,Lavelle Road,4.2,150
13111,Sichuan,Lavelle Road,4.2,150
13112,Ice Cream,Malleshwaram,4.0,150
13113,Chinese,Koramangala 6th Block,3.6,150
13114,Fast Food,Koramangala 6th Block,3.6,150
13115,Biryani,Vasanth Nagar,3.9,150
13116,Andhra,Vasanth Nagar,3.9,150
13117,Maharashtrian,Indiranagar,4.2,150
13118,Street Food,Indiranagar,4.2,150
13119,Biryani,Church Street,3.8,150
13120,Seafood,Church Street,3.8,150
13121,Kerala,Church Street,3.8,150
13122,North Indian,Church Street,3.8,150
13123,South Indian,Church Street,3.8,150
13124,Chinese,Church Street,3.8,150
13125,Beverages,Church Street,3.8,150
13126,Mithai,Koramangala 6th Block,4.2,150
13127,Street Food,Koramangala 6th Block,4.2,150
13128,North Indian,Near Basaveshwara Nagar,3.8,250
13129,South Indian,Near Basaveshwara Nagar,3.8,250
13130,Chinese,Near Basaveshwara Nagar,3.8,250
13131,Mughlai,Near Basaveshwara Nagar,3.8,250
13132,Biryani,Near Basaveshwara Nagar,3.8,250
13133,Momos,Near Basaveshwara Nagar,3.8,250
13134,Desserts,Near Basaveshwara Nagar,3.8,250
13135,Beverages,Near Basaveshwara Nagar,3.8,250
13136,North Indian,Shanti Nagar,3.9,250
13137,Chinese,Shanti Nagar,3.9,250
13138,Fast Food,Shanti Nagar,3.9,250
13139,Hyderabadi,Shanti Nagar,3.9,250
13140,Andhra,Shanti Nagar,3.9,250
13141,Healthy Food,Majestic,4.0,250
13142,Desserts,Majestic,4.0,250
13143,Beverages,Majestic,4.0,250
13144,Chinese,Rajajinagar,4.0,250
13145,Momos,Rajajinagar,4.0,250
13146,Thai,Rajajinagar,4.0,250
13147,Sichuan,Rajajinagar,4.0,250
13148,Beverages,Jeevan Bhima Nagar,4.2,250
13149,Juices,Jeevan Bhima Nagar,4.2,250
13150,Healthy Food,Jeevan Bhima Nagar,4.2,250
13151,North Indian,Langford Town,3.8,250
13152,Fast Food,Langford Town,3.8,250
13153,Finger Food,Seshadripuram,4.3,250
13154,Asian,Seshadripuram,4.3,250
13155,Italian,Seshadripuram,4.3,250
13156,North Indian,Seshadripuram,4.3,250
13157,Continental,Seshadripuram,4.3,250
13158,European,Seshadripuram,4.3,250
13159,South Indian,Seshadripuram,4.3,250
13160,Desserts,Seshadripuram,4.3,250
13161,North Indian,Church Street,4.1,250
13162,Chinese,Church Street,4.1,250
13163,Biryani,Church Street,4.1,250
13164,Fast Food,Church Street,4.1,250
13165,Sichuan,Church Street,4.1,250
13166,Kebab,Vasanth Nagar,3.6,250
13167,North Indian,Vasanth Nagar,3.6,250
13168,Chinese,Vasanth Nagar,3.6,250
13169,Mughlai,Vasanth Nagar,3.6,250
13170,Biryani,Vasanth Nagar,3.6,250
13171,Sichuan,Vasanth Nagar,3.6,250
13172,Ice Cream,Vasanth Nagar,3.6,250
13173,Beverages,Vasanth Nagar,3.6,250
13174,Healthy Food,Sadashiv Nagar,3.9,250
13175,European,Sadashiv Nagar,3.9,250
13176,Pizza,Sadashiv Nagar,3.9,250
13177,Fast Food,Sadashiv Nagar,3.9,250
13178,Beverages,Sadashiv Nagar,3.9,250
13179,Rolls,Majestic,4.1,250
13180,Fast Food,Majestic,4.1,250
13181,North Indian,Majestic,4.1,250
13182,Bengali,Cunningham Road,3.7,250
13183,North Indian,Cunningham Road,3.7,250
13184,Rolls,Cunningham Road,3.7,250
13185,North Indian,Vasanth Nagar,3.7,200
13186,Chinese,Vasanth Nagar,3.7,200
13187,Mughlai,Vasanth Nagar,3.7,200
13188,Parsi,Vasanth Nagar,3.7,200
13189,Kebab,Vasanth Nagar,3.7,200
13190,Burger,Koramangala 5th Block,4.3,200
13191,Fast Food,Koramangala 5th Block,4.3,200
13192,Beverages,Koramangala 5th Block,4.3,200
13193,Mithai,Lavelle Road,3.4,200
13194,Street Food,Lavelle Road,3.4,200
13195,Fast Food,Lavelle Road,3.4,200
13196,Finger Food,Jeevan Bhima Nagar,4.1,200
13197,Continental,Jeevan Bhima Nagar,4.1,200
13198,North Indian,Jeevan Bhima Nagar,4.1,200
13199,Mughlai,Jeevan Bhima Nagar,4.1,200
13200,Biryani,Jeevan Bhima Nagar,4.1,200
13201,Chinese,Jeevan Bhima Nagar,4.1,200
13202,Desserts,Jeevan Bhima Nagar,4.1,200
13203,Beverages,Jeevan Bhima Nagar,4.1,200
13204,Paan,RT Nagar,4.5,200
13205,Desserts,RT Nagar,4.5,200
13206,Chinese,Langford Town,3.9,200
13207,Thai,Langford Town,3.9,200
13208,Momos,Langford Town,3.9,200
13209,Sichuan,Langford Town,3.9,200
13210,South Indian,Vasanth Nagar,4.1,200
13211,Chinese,Vasanth Nagar,4.1,200
13212,Sichuan,Vasanth Nagar,4.1,200
13213,Pizza,RT Nagar,4.0,200
13214,Fast Food,RT Nagar,4.0,200
13215,Lebanese,Indiranagar,3.8,200
13216,Chinese,Indiranagar,3.8,200
13217,Seafood,Indiranagar,3.8,200
13218,Rolls,Indiranagar,3.8,200
13219,Sichuan,Indiranagar,3.8,200
13220,North Indian,Malleshwaram,4.1,200
13221,Chinese,Malleshwaram,4.1,200
13222,Street Food,Malleshwaram,4.1,200
13223,Beverages,Malleshwaram,4.1,200
13224,Desserts,Malleshwaram,4.1,200
13225,Shake,Malleshwaram,4.1,200
13226,Biryani,Indiranagar,3.9,200
13227,North Indian,Indiranagar,3.9,200
13228,Desserts,Indiranagar,3.9,200
13229,Street Food,Shanti Nagar,4.1,150
13230,Maharashtrian,Shanti Nagar,4.1,150
13231,South Indian,Malleshwaram,4.0,200
13232,Biryani,Malleshwaram,4.0,200
13233,South Indian,Indiranagar,4.3,200
13234,Pizza,Sadashiv Nagar,3.6,200
13235,Fast Food,Sadashiv Nagar,3.6,200
13236,Chinese,Sadashiv Nagar,3.6,200
13237,Coffee,Sadashiv Nagar,3.6,200
13238,Beverages,Sadashiv Nagar,3.6,200
13239,North Indian,Indiranagar,3.2,200
13240,Rolls,Rajajinagar,3.9,200
13241,Beverages,Shanti Nagar,4.2,200
13242,Juices,Shanti Nagar,4.2,200
13243,Fast Food,Shanti Nagar,4.2,200
13244,Shake,Shanti Nagar,4.2,200
13245,Pizza,Shanti Nagar,4.0,200
13246,Italian,Shanti Nagar,4.0,200
13247,Burger,Shanti Nagar,4.0,200
13248,Beverages,Shanti Nagar,4.0,200
13255,North Indian,RT Nagar,4.1,200
13256,Chinese,RT Nagar,4.1,200
13257,Biryani,RT Nagar,4.1,200
13258,Seafood,RT Nagar,4.1,200
13259,Mangalorean,RT Nagar,4.1,200
13260,Sichuan,RT Nagar,4.1,200
13261,North Indian,Cunningham Road,3.7,200
13262,Mughlai,Cunningham Road,3.7,200
13263,Chinese,Cunningham Road,3.7,200
13264,Fast Food,Cunningham Road,3.7,200
13265,Desserts,Cunningham Road,3.7,200
13266,North Indian,Jeevan Bhima Nagar,3.9,200
13267,Chinese,Jeevan Bhima Nagar,3.9,200
13268,Beverages,Malleshwaram,3.8,200
13269,Juices,Malleshwaram,3.8,200
13270,Shake,Malleshwaram,3.8,200
13271,North Indian,Vasanth Nagar,4.0,100
13272,Street Food,Vasanth Nagar,4.0,100
13273,Chinese,Vasanth Nagar,4.0,100
13274,South Indian,Vasanth Nagar,4.0,100
13275,North Indian,Commercial Street,3.9,100
13276,Chinese,Commercial Street,3.9,100
13277,South Indian,Near Lavelle Road,4.1,100
13278,North Indian,Seshadripuram,4.2,100
13279,Chinese,Seshadripuram,4.2,100
13280,Mughlai,Seshadripuram,4.2,100
13281,Seafood,Seshadripuram,4.2,100
13282,Street Food,Seshadripuram,4.2,100
13283,Mangalorean,Seshadripuram,4.2,100
13284,Bakery,Indiranagar,3.3,100
13285,Desserts,Indiranagar,3.3,100
13286,Andhra,Jayanagar,4.1,100
13287,Chinese,Jayanagar,4.1,100
